"","G","R","total_cost","sigma2","bias","mse","coverage"
"226",30,29,9900,0.3,0.00912479719606996,0.0782065711864914,0.91
"227",31,28,9920,0.3,-0.00798477729836367,0.0820412599868989,0.93
"228",32,27,9920,0.3,-0.0207533339407941,0.0671078439663986,0.95
"229",33,26,9900,0.3,-0.00150675414273499,0.0563345803289748,0.93
"230",34,25,9860,0.3,0.0057904646151663,0.0723664401081928,0.94
"231",35,24,9800,0.3,0.0116101254684021,0.0589871362284545,0.96
"232",36,23,9720,0.3,0.0334645669012734,0.0654207738676178,0.92
"233",37,23,9990,0.3,-0.022222694592993,0.0607473273385692,0.93
"234",38,22,9880,0.3,-0.0318484312790874,0.0398776504091927,0.98
"235",39,21,9750,0.3,0.0150837056923194,0.0452125827297708,0.96
"236",40,21,10000,0.3,0.0176729420975322,0.0578814981278371,0.91
"237",41,20,9840,0.3,-0.00288773479482135,0.0449620220141504,0.96
"238",42,19,9660,0.3,-0.0048580160002889,0.0467248277711899,0.97
"239",43,19,9890,0.3,-0.01129803779807,0.0372237983418143,0.95
"240",44,18,9680,0.3,0.0367129610391516,0.0432351932451331,0.94
"241",45,18,9900,0.3,-0.0078391906185587,0.0378040217453546,0.98
"242",46,17,9660,0.3,0.00802781172132871,0.0611364939878885,0.9
"243",47,17,9870,0.3,0.0120939634970977,0.0377740267450636,0.95
"244",48,16,9600,0.3,-0.0127333581768732,0.0482932987719449,0.93
"245",49,16,9800,0.3,-0.0121663179243216,0.0412125834077682,0.91
"246",50,16,10000,0.3,-0.0155457364853376,0.0536843939289872,0.9
"247",51,15,9690,0.3,-0.0102502854104115,0.0475042999806347,0.91
"248",52,15,9880,0.3,-0.015131971647966,0.0361923677918337,0.95
"249",53,14,9540,0.3,-0.000740864035495004,0.0470000537857251,0.93
"250",54,14,9720,0.3,-0.0095607394066235,0.0424885320089238,0.92
"251",55,14,9900,0.3,0.00538326275165912,0.0405250424168288,0.94
"252",56,13,9520,0.3,-0.0405553741808033,0.042977665252519,0.91
"253",57,13,9690,0.3,0.0164694270178241,0.0270717826522232,0.97
"254",58,13,9860,0.3,0.0007525910777062,0.0357293029314876,0.93
"255",59,12,9440,0.3,-0.00431121117422639,0.0312293604322682,0.96
"256",60,12,9600,0.3,-0.0130805476410531,0.0396973663559216,0.96
"257",61,12,9760,0.3,-0.01988087903898,0.0369426139105889,0.97
"258",62,12,9920,0.3,0.0285434431045677,0.0361274041018294,0.92
"259",63,11,9450,0.3,-0.00232054761150746,0.0363940013652918,0.95
"260",64,11,9600,0.3,0.00788821818019969,0.0308020286010349,0.96
"261",65,11,9750,0.3,0.0211365500874575,0.0326564553412237,0.93
"262",66,11,9900,0.3,-0.0298870488914157,0.0211471773978469,0.99
"263",67,10,9380,0.3,-0.00781486474027943,0.0298142331533805,0.92
"264",68,10,9520,0.3,0.0361342667989885,0.0409545866363453,0.91
"265",69,10,9660,0.3,0.0387809793925049,0.0392939929629648,0.88
"266",70,10,9800,0.3,-0.0109048996070027,0.0300050714767939,0.96
"267",71,10,9940,0.3,0.0320935677778397,0.0329689566879163,0.94
"268",72,9,9360,0.3,0.0186144867091557,0.0305169995330697,0.96
"269",73,9,9490,0.3,-0.00387005021383452,0.0274997759201405,0.95
"270",74,9,9620,0.3,-0.00858888236572453,0.0319163007757961,0.95
"271",75,9,9750,0.3,-8.34471028893224e-06,0.0288692514215493,0.94
"272",76,9,9880,0.3,-0.00101082113554052,0.0257626154500245,0.96
"273",77,8,9240,0.3,-0.0114279778183196,0.0241890878912039,0.95
"274",78,8,9360,0.3,0.0119920356235131,0.028283316913604,0.92
"275",79,8,9480,0.3,0.0296901827145617,0.0310238791862163,0.94
"276",80,8,9600,0.3,0.000497366513786845,0.0331609167483067,0.92
"277",81,8,9720,0.3,-0.00676578798459782,0.0337131632741714,0.92
"278",82,8,9840,0.3,0.0221159886337989,0.0229052225645142,0.97
"279",83,8,9960,0.3,-0.0225305014415048,0.0307631945701671,0.93
"280",84,7,9240,0.3,0.011617661928359,0.0213630897263662,0.98
"281",85,7,9350,0.3,-0.00223887787285854,0.0272842357442804,0.93
"282",86,7,9460,0.3,-0.0158398380043863,0.0242258322812423,0.95
"283",87,7,9570,0.3,0.0190718353000218,0.0309785537916956,0.92
"284",88,7,9680,0.3,-0.0178252250489598,0.0256329442355906,0.93
"285",89,7,9790,0.3,-0.0229479340289332,0.0323536158097673,0.93
"286",90,7,9900,0.3,-0.0170901576156482,0.0248139270556312,0.94
"287",91,6,9100,0.3,0.00534349121847666,0.0224337748219074,0.95
"288",92,6,9200,0.3,-0.0180561697814353,0.028027722093707,0.91
"289",93,6,9300,0.3,0.0147578349226785,0.031731639631941,0.92
"290",94,6,9400,0.3,0.00468339642679227,0.0255527879479872,0.92
"291",95,6,9500,0.3,-0.000341497214351172,0.0282697070848582,0.93
"292",96,6,9600,0.3,-0.014780459813299,0.0195995034225924,0.97
"293",97,6,9700,0.3,-0.00498813864730263,0.0236937627366217,0.95
"294",98,6,9800,0.3,0.00425215725868622,0.0179409918667523,0.96
"295",99,6,9900,0.3,-0.000102835135171675,0.0173177714014744,0.96
"296",100,6,10000,0.3,-0.0164207678457488,0.0181432950009403,0.97
"297",101,5,9090,0.3,-0.011329653447633,0.019697900438659,0.94
"298",102,5,9180,0.3,-0.00779134195540637,0.0196695054344002,0.94
"299",103,5,9270,0.3,0.000588036387152768,0.0188417771364091,0.98
"300",104,5,9360,0.3,0.0197870485073242,0.0222435175412621,0.94
"301",105,5,9450,0.3,0.00394553645878826,0.0162234364989867,1
"302",106,5,9540,0.3,0.015979046607887,0.0214250146611554,0.92
"303",107,5,9630,0.3,-0.0112995442985753,0.0224289216622099,0.93
"304",108,5,9720,0.3,-0.00821937677243922,0.0213379116046758,0.93
"305",109,5,9810,0.3,-0.0310584621323377,0.0238181490104258,0.93
"306",110,5,9900,0.3,0.00528336048620126,0.0204391765569951,0.91
"307",111,5,9990,0.3,0.00148450841853931,0.0203215250521527,0.96
"308",112,4,8960,0.3,-0.0194597094978591,0.0192974302922011,0.97
"309",113,4,9040,0.3,0.00484974598081711,0.0191882275830262,0.96
"310",114,4,9120,0.3,0.00108752829675274,0.0214613872490578,0.94
"311",115,4,9200,0.3,0.0150946475090575,0.0225658232782447,0.89
"312",116,4,9280,0.3,-0.000506405933099585,0.0190325245106826,0.95
"313",117,4,9360,0.3,0.0327346238688119,0.0229875448898371,0.91
"314",118,4,9440,0.3,-0.0212362156238598,0.0226907171151609,0.91
"315",119,4,9520,0.3,0.0273375417757061,0.0221539026081912,0.94
"316",120,4,9600,0.3,0.0150141120559931,0.01983778656853,0.94
"317",121,4,9680,0.3,0.0122060679792814,0.0181559652809614,0.96
"318",122,4,9760,0.3,0.00888647489832728,0.0175856440994786,0.95
"319",123,4,9840,0.3,-0.00997029190037046,0.0174702269059452,0.97
"320",124,4,9920,0.3,-0.00481868026407117,0.0161580886442817,0.96
"321",125,4,10000,0.3,-0.00112943583086872,0.0204492512567449,0.95
"322",126,3,8820,0.3,-0.00548753132557617,0.0209029447191804,0.94
"323",127,3,8890,0.3,0.000351089985677788,0.0288726217112574,0.88
"324",128,3,8960,0.3,-0.00337632562396051,0.0196912257991287,0.94
"325",129,3,9030,0.3,-0.00493641144902662,0.0188095270022051,0.97
"326",130,3,9100,0.3,0.000939042332507078,0.0197538403731223,0.94
"327",131,3,9170,0.3,-0.022541309641874,0.0203514489613997,0.93
"328",132,3,9240,0.3,0.0203923863366559,0.0208954435881336,0.93
"329",133,3,9310,0.3,-0.00087291624362168,0.0234585026975805,0.91
"330",134,3,9380,0.3,-0.0301320811936432,0.0196379707883083,0.96
"331",135,3,9450,0.3,0.0116108766104055,0.0185147839665091,0.96
"332",136,3,9520,0.3,0.0150818070362188,0.0185556075965549,0.96
"333",137,3,9590,0.3,-0.00480318959716258,0.0211481720488771,0.91
"334",138,3,9660,0.3,-0.0202915042820384,0.0131221687924323,0.99
"335",139,3,9730,0.3,0.0079346471479349,0.0182755414155714,0.94
"336",140,3,9800,0.3,-0.0250336855341213,0.0169441477533799,0.96
"337",141,3,9870,0.3,-0.0208095861880072,0.0151405593193542,0.93
"338",142,3,9940,0.3,0.0107430657438475,0.0181414702696672,0.95
"339",143,2,8580,0.3,-0.0253625792405511,0.0203490351919905,0.89
"340",144,2,8640,0.3,0.00601126904361771,0.0181860862678618,0.95
"341",145,2,8700,0.3,-0.0111546072589143,0.0182969545426439,0.96
"342",146,2,8760,0.3,0.0034457514703129,0.0185080069692555,0.93
"343",147,2,8820,0.3,0.0164400680284016,0.0188328050320974,0.92
"344",148,2,8880,0.3,0.0122500955949402,0.0152346506562123,0.97
"345",149,2,8940,0.3,-0.019877639957077,0.0217484283996597,0.93
"346",150,2,9000,0.3,0.00461229294393484,0.0142183835846635,0.98
"347",151,2,9060,0.3,2.52204702185788e-05,0.0173014963766061,0.93
"348",152,2,9120,0.3,0.0118873875899496,0.0158684077716677,0.94
"349",153,2,9180,0.3,-0.0228297301278345,0.0180793969842722,0.95
"350",154,2,9240,0.3,-0.00468584580752096,0.0181664037285071,0.96
"351",155,2,9300,0.3,-0.00608923679246853,0.0225637989722413,0.91
"352",156,2,9360,0.3,-0.01310326569929,0.0125262787624453,0.98
"353",157,2,9420,0.3,-0.00496990142701759,0.0148304771841178,0.95
"354",158,2,9480,0.3,0.0211678076046056,0.0148692206544899,0.99
"355",159,2,9540,0.3,0.0064103369206262,0.0194425543371624,0.95
"356",160,2,9600,0.3,0.0200762246110017,0.0170125678604346,0.93
"357",161,2,9660,0.3,-0.00457708336500934,0.0144102420800638,0.94
"358",162,2,9720,0.3,-0.0158008175365348,0.0128711161641204,0.96
"359",163,2,9780,0.3,0.00301688396407807,0.017083992292348,0.95
"360",164,2,9840,0.3,-0.00120303499788632,0.0138218570585965,0.95
"361",165,2,9900,0.3,0.00585970985634232,0.0132130087198942,0.96
"362",166,2,9960,0.3,0.00109420524559245,0.0167004415313716,0.96
"363",167,1,8350,0.3,0.0141422230839006,0.0216834566193058,0.91
"364",168,1,8400,0.3,-0.0266132229936544,0.0195076455337023,0.97
"365",169,1,8450,0.3,-0.0274859530973424,0.0207519711193516,0.94
"366",170,1,8500,0.3,-0.0140751297512035,0.0214219915237812,0.92
"367",171,1,8550,0.3,-0.000969869482701669,0.0205553105115471,0.92
"368",172,1,8600,0.3,0.0198779145782176,0.0197448937514842,0.95
"369",173,1,8650,0.3,-0.0110993297798795,0.0153203815895486,0.96
"370",174,1,8700,0.3,-0.0043538678327919,0.0183020188537959,0.97
"371",175,1,8750,0.3,0.0146313216372808,0.0164279929267626,0.95
"372",176,1,8800,0.3,0.0172720113769544,0.023014962089719,0.91
"373",177,1,8850,0.3,0.0112644950640751,0.0172304265281773,0.96
"374",178,1,8900,0.3,-0.00112702380555196,0.016041305774803,0.97
"375",179,1,8950,0.3,0.011535929038414,0.0178831475511422,0.96
"376",180,1,9000,0.3,-0.00863343207801937,0.0156754198022912,0.94
"377",181,1,9050,0.3,-0.00667000212070612,0.0158278807147457,0.95
"378",182,1,9100,0.3,0.00668112639130514,0.0128147712451528,0.99
"379",183,1,9150,0.3,0.026882557984149,0.0134575782803088,0.96
"380",184,1,9200,0.3,-0.00305733431818284,0.0162529956740794,0.97
"381",185,1,9250,0.3,-0.0110898739886149,0.0238873407505222,0.91
"382",186,1,9300,0.3,0.0327040689101328,0.0171577015680425,0.94
"383",187,1,9350,0.3,-0.0053536947893178,0.0181984561603177,0.94
"384",188,1,9400,0.3,0.00263546044883856,0.0178632835685761,0.95
"385",189,1,9450,0.3,0.0253031581088092,0.0179415601648381,0.93
"386",190,1,9500,0.3,0.00458756020548634,0.018921186707188,0.94
"387",191,1,9550,0.3,0.00379784725778887,0.0110228800452458,1
"388",192,1,9600,0.3,0.00280492761638396,0.021426690152104,0.93
"389",193,1,9650,0.3,-0.00328471004701841,0.0171064136381452,0.95
"390",194,1,9700,0.3,-0.00522694268343243,0.0156080125555001,0.98
"391",195,1,9750,0.3,0.0127910561587388,0.0165765487148564,0.97
"392",196,1,9800,0.3,-0.00832434547126415,0.0137611561942209,0.97
"393",197,1,9850,0.3,-0.00338791116641163,0.0158882551568911,0.97
"394",198,1,9900,0.3,0.0144333405772046,0.0168676187582644,0.94
"395",199,1,9950,0.3,0.0123273012983843,0.0137355598925792,0.97
"396",200,1,10000,0.3,-0.000963740909574129,0.0159767529902914,0.96
"397",3,329,9990,0.5,-0.112493868841159,0.690278295419942,0.54
"398",4,246,10000,0.5,0.00120208365096719,0.657894392758359,0.65
"399",5,196,10000,0.5,-0.00569442056092689,0.376100935966326,0.81
"400",6,162,9960,0.5,0.0651313539255526,0.505433785310669,0.73
"401",7,138,9940,0.5,0.0541751148431566,0.350169344871261,0.8
"402",8,121,10000,0.5,-0.0422059686031021,0.310371704794228,0.8
"403",9,107,9990,0.5,-0.036188133754141,0.223506654222336,0.86
"404",10,96,10000,0.5,0.0495254218602705,0.178767268093691,0.89
"405",11,86,9900,0.5,0.0686606525046757,0.175473256957893,0.9
"406",12,79,9960,0.5,-0.0253715729674341,0.164765338701386,0.88
"407",13,72,9880,0.5,0.0135431745758411,0.159398192749008,0.93
"408",14,67,9940,0.5,0.0221587306661499,0.18056473425924,0.9
"409",15,62,9900,0.5,-0.0582410950286528,0.143426686831454,0.92
"410",16,58,9920,0.5,-0.056490928938359,0.141606133100836,0.91
"411",17,54,9860,0.5,-0.0133957332664646,0.13308857925406,0.93
"412",18,51,9900,0.5,-0.018887353649131,0.116652347680946,0.91
"413",19,48,9880,0.5,-0.0541439416497798,0.129658492097485,0.92
"414",20,46,10000,0.5,-0.0262540316131908,0.105384118390013,0.92
"415",21,43,9870,0.5,0.0125675149126449,0.0752165605041308,0.96
"416",22,41,9900,0.5,-0.0291588275205948,0.0901915219919602,0.94
"417",23,39,9890,0.5,-0.0184151205446412,0.0871810586227324,0.93
"418",24,37,9840,0.5,0.0151572766111092,0.0965829046875325,0.9
"419",25,36,10000,0.5,-0.0160228538652151,0.0927491982714019,0.95
"420",26,34,9880,0.5,-0.00225817280853829,0.0707615074161046,0.93
"421",27,33,9990,0.5,0.0136118080820217,0.072768793854369,0.9
"422",28,31,9800,0.5,0.0456828627717977,0.0693045231146155,0.92
"423",29,30,9860,0.5,-0.046748922231327,0.0608116958983145,0.95
"424",30,29,9900,0.5,0.00436671421723922,0.0568620030367237,0.97
"425",31,28,9920,0.5,-0.0408999468885821,0.0753287706242848,0.9
"426",32,27,9920,0.5,0.0262999745032734,0.0746132841228035,0.93
"427",33,26,9900,0.5,-0.0343056029653262,0.0803888515442713,0.91
"428",34,25,9860,0.5,0.0394444253215557,0.055690989808479,0.95
"429",35,24,9800,0.5,-0.0304023173329698,0.067565887621236,0.9
"430",36,23,9720,0.5,0.0406902826762671,0.0596430563048355,0.91
"431",37,23,9990,0.5,-0.0182139728405904,0.0553223551602889,0.93
"432",38,22,9880,0.5,-0.0229272555131734,0.0583646220091736,0.91
"433",39,21,9750,0.5,-0.0092506945794133,0.0480545271195275,0.97
"434",40,21,10000,0.5,-0.0147104710140543,0.042495208635997,0.97
"435",41,20,9840,0.5,0.0393375139881568,0.0536040290085117,0.92
"436",42,19,9660,0.5,0.0310021576969973,0.044307038993958,0.96
"437",43,19,9890,0.5,-0.0030684678633292,0.0358728453295669,0.98
"438",44,18,9680,0.5,0.00397208674373217,0.0544918131141562,0.91
"439",45,18,9900,0.5,-0.0222347230484019,0.0474837224137336,0.96
"440",46,17,9660,0.5,0.011276273975804,0.045284868997983,0.95
"441",47,17,9870,0.5,0.0312247659670926,0.0546649300085284,0.92
"442",48,16,9600,0.5,0.0162152653921322,0.0327326561523886,0.96
"443",49,16,9800,0.5,0.0189375090202467,0.0441677997151108,0.94
"444",50,16,10000,0.5,0.00084275969554215,0.048820035885906,0.91
"445",51,15,9690,0.5,-0.0059933751011102,0.0322490590262945,0.97
"446",52,15,9880,0.5,0.0146108266247612,0.0472135439112958,0.9
"447",53,14,9540,0.5,-0.0355590295510016,0.0396376458129508,0.95
"448",54,14,9720,0.5,-0.0243155099393823,0.0504766164492281,0.92
"449",55,14,9900,0.5,0.00558369785709811,0.0370327971445541,0.92
"450",56,13,9520,0.5,-0.0248525070405634,0.0318453620202273,0.96
"451",57,13,9690,0.5,0.0203868869818706,0.0390703559582825,0.94
"452",58,13,9860,0.5,-0.0313031006029383,0.0308961109961938,0.94
"453",59,12,9440,0.5,-0.00810919839728658,0.0425286636474357,0.89
"454",60,12,9600,0.5,-7.2855273521244e-05,0.0343935988568205,0.95
"455",61,12,9760,0.5,0.00672152123989889,0.0297649039945468,0.96
"456",62,12,9920,0.5,-0.000800743139803717,0.0393791924986286,0.96
"457",63,11,9450,0.5,0.0341699841318606,0.0383471156746255,0.96
"458",64,11,9600,0.5,-0.0133270077853145,0.0312535118608965,0.96
"459",65,11,9750,0.5,0.0368536173736925,0.0314096644525596,0.99
"460",66,11,9900,0.5,-0.0132874688117883,0.0300985214814266,0.96
"461",67,10,9380,0.5,0.0115590459540336,0.0353066938204596,0.93
"462",68,10,9520,0.5,-0.0398001678842757,0.0406252908530088,0.92
"463",69,10,9660,0.5,0.0274351484427677,0.0258645090389002,0.95
"464",70,10,9800,0.5,-0.00087536607707478,0.0292065188288959,0.95
"465",71,10,9940,0.5,0.0211346057420905,0.0256494691614522,0.97
"466",72,9,9360,0.5,0.0168551962642431,0.0311780596539099,0.96
"467",73,9,9490,0.5,-0.0066362959285674,0.0361827836356885,0.89
"468",74,9,9620,0.5,0.0364115438558208,0.0238556480347313,0.98
"469",75,9,9750,0.5,-0.0095699931692042,0.0318286228502514,0.96
"470",76,9,9880,0.5,-0.00605503567108806,0.0298360695635915,0.91
"471",77,8,9240,0.5,-0.0128018634800784,0.0313595128786147,0.98
"472",78,8,9360,0.5,-0.00746010070819741,0.0343783523575158,0.95
"473",79,8,9480,0.5,-0.0161812805666247,0.0254047436821546,0.96
"474",80,8,9600,0.5,0.00451638158293821,0.0230678677678317,0.95
"475",81,8,9720,0.5,0.0138842542069322,0.0304725649798847,0.96
"476",82,8,9840,0.5,0.0102566673657537,0.0313744730821299,0.9
"477",83,8,9960,0.5,0.0319184975568831,0.027444167674858,0.95
"478",84,7,9240,0.5,-0.0252787877744632,0.027257164327904,0.96
"479",85,7,9350,0.5,-0.0378729680517459,0.0281492640966635,0.94
"480",86,7,9460,0.5,-0.00917483945893399,0.0239997406031979,0.97
"481",87,7,9570,0.5,-0.00255835290486606,0.027745139409015,0.94
"482",88,7,9680,0.5,-0.00732459200737501,0.0286517450978066,0.91
"483",89,7,9790,0.5,-0.00127371481553218,0.0261171022034627,0.96
"484",90,7,9900,0.5,0.00968163867697869,0.0234167371783457,0.96
"485",91,6,9100,0.5,-0.00911143503180439,0.0248497101453553,0.94
"486",92,6,9200,0.5,-0.0299379435451197,0.0276019411385814,0.92
"487",93,6,9300,0.5,0.00497566475468492,0.0344253200203567,0.91
"488",94,6,9400,0.5,0.0127239534347443,0.0257232942808436,0.95
"489",95,6,9500,0.5,-0.00534238896067679,0.0318303483963059,0.93
"490",96,6,9600,0.5,0.00951495006758729,0.0256851122052792,0.93
"491",97,6,9700,0.5,-0.00718747371501022,0.0276752583957685,0.92
"492",98,6,9800,0.5,0.00612514128764596,0.0199041878152806,0.96
"493",99,6,9900,0.5,0.0133387577935508,0.0244979631931795,0.95
"494",100,6,10000,0.5,-0.0155868485671437,0.0211762077201177,0.96
"495",101,5,9090,0.5,0.0335531819886571,0.0257141046587343,0.95
"496",102,5,9180,0.5,-0.0199488627025116,0.0217653725443219,0.98
"497",103,5,9270,0.5,-0.00486847957546133,0.0207431574842026,0.96
"498",104,5,9360,0.5,-0.0354936820141452,0.0241449483903994,0.95
"499",105,5,9450,0.5,-0.0178726022815125,0.0216049614526697,0.93
"500",106,5,9540,0.5,-0.00839703378071238,0.0222146410667314,0.97
"501",107,5,9630,0.5,0.0096610876433656,0.0243817884803574,0.9
"502",108,5,9720,0.5,-0.0118045175249771,0.0241569586792069,0.95
"503",109,5,9810,0.5,0.000534786006599175,0.0258554829677732,0.93
"504",110,5,9900,0.5,0.00834424745965823,0.0279071571742416,0.91
"505",111,5,9990,0.5,0.00680185521152132,0.0247356832923493,0.93
"506",112,4,8960,0.5,0.00157518286969349,0.0307295649814405,0.92
"507",113,4,9040,0.5,-0.000226913391496941,0.0209381826119858,0.93
"508",114,4,9120,0.5,-0.00254777359593694,0.0243555250143124,0.94
"509",115,4,9200,0.5,0.00514624439494049,0.0220850572330166,0.97
"510",116,4,9280,0.5,0.00338103567714865,0.0184999267631089,0.96
"511",117,4,9360,0.5,0.0121263624132902,0.0247407140732438,0.89
"512",118,4,9440,0.5,0.00443376710013144,0.0220835694817491,0.95
"513",119,4,9520,0.5,-0.0180071692371778,0.0243608056088028,0.92
"514",120,4,9600,0.5,0.0151461677481208,0.0206141823782222,0.93
"515",121,4,9680,0.5,-0.0214255132507465,0.0199087059410833,0.95
"516",122,4,9760,0.5,-0.00544321235520651,0.0190062362142699,0.96
"517",123,4,9840,0.5,-0.0227064605168935,0.0197131116885922,0.94
"518",124,4,9920,0.5,0.0163444650422984,0.0177029061069749,0.98
"519",125,4,10000,0.5,0.0110989431883334,0.0194045391256467,0.93
"520",126,3,8820,0.5,0.00484693704894545,0.0194754433168786,0.96
"521",127,3,8890,0.5,0.0108611466430427,0.0155995549218452,0.99
"522",128,3,8960,0.5,0.00826605110955037,0.0266528771385472,0.91
"523",129,3,9030,0.5,0.007540520807508,0.0179949709046156,0.97
"524",130,3,9100,0.5,0.00601832574062977,0.0184722210005449,0.93
"525",131,3,9170,0.5,0.00342547130828619,0.0179428031038336,0.96
"526",132,3,9240,0.5,-0.0126403783139779,0.0257978349495299,0.89
"527",133,3,9310,0.5,-0.0208322741120535,0.0198554652540537,0.95
"528",134,3,9380,0.5,-0.00535531164325515,0.0237518022346308,0.9
"529",135,3,9450,0.5,0.011661145224639,0.0215339273581879,0.92
"530",136,3,9520,0.5,0.00276329596958935,0.0215901686068275,0.94
"531",137,3,9590,0.5,0.0140517682781837,0.0179497757289132,0.97
"532",138,3,9660,0.5,-0.0136583273502403,0.0233273452352132,0.91
"533",139,3,9730,0.5,0.00315124512597931,0.0167607468372305,0.96
"534",140,3,9800,0.5,0.00387174097529641,0.0178998133175719,0.93
"535",141,3,9870,0.5,-0.0211847240400546,0.0196154804286951,0.92
"536",142,3,9940,0.5,0.00867452877745079,0.0180998056286896,0.97
"537",143,2,8580,0.5,0.00185805005115269,0.0241023944950828,0.92
"538",144,2,8640,0.5,-0.00926904316195354,0.0169207507112877,0.98
"539",145,2,8700,0.5,-0.0199378329509314,0.0205982809065545,0.96
"540",146,2,8760,0.5,-0.0288664382774771,0.0177415082364325,0.95
"541",147,2,8820,0.5,0.00307483810293652,0.0253661065528539,0.93
"542",148,2,8880,0.5,0.0109133452524711,0.0241433690594496,0.93
"543",149,2,8940,0.5,0.00110648851260209,0.0216430694684064,0.94
"544",150,2,9000,0.5,-0.0143379279056556,0.0212037619022713,0.94
"545",151,2,9060,0.5,-0.0139490475372028,0.0198339231632473,0.95
"546",152,2,9120,0.5,0.0274698235069313,0.025565039857032,0.9
"547",153,2,9180,0.5,0.0119684538971564,0.0170873298209124,0.97
"548",154,2,9240,0.5,-0.0204993980991248,0.0228927813751925,0.89
